id,medicineId,pharmacyId,avgDailySales,avgWeeklySales,avgMonthlySales,medianDailySales,peakMonth,lowMonth,peakDayOfWeek,dataPoints,firstSaleDate,lastSaleDate,daysSinceLastSale,lastCalculated
pattern_med_125_pharm_2,med_125,pharm_2,6.79,25.27,110.22,6.0,6,11,0,584,2022-01-02,2024-12-23,337,2025-11-26 13:06:26
pattern_med_125_pharm_3,med_125,pharm_3,6.79,25.27,110.22,6.0,6,11,0,584,2022-01-02,2024-12-23,337,2025-11-26 13:06:27
pattern_med_125_pharm_4,med_125,pharm_4,6.79,25.27,110.22,6.0,6,11,0,584,2022-01-02,2024-12-23,337,2025-11-26 13:06:27
pattern_med_125_pharm_5,med_125,pharm_5,6.79,25.27,110.22,6.0,6,11,0,584,2022-01-02,2024-12-23,337,2025-11-26 13:06:27
pattern_med_126_pharm_1,med_126,pharm_1,7.42,30.56,133.28,6.0,4,10,0,647,2022-01-01,2024-12-28,332,2025-11-26 13:06:28
pattern_med_126_pharm_2,med_126,pharm_2,7.42,30.56,133.28,6.0,4,10,0,647,2022-01-01,2024-12-28,332,2025-11-26 13:06:28
pattern_med_126_pharm_3,med_126,pharm_3,7.42,30.56,133.28,6.0,4,10,0,647,2022-01-01,2024-12-28,332,2025-11-26 13:06:28
pattern_med_126_pharm_4,med_126,pharm_4,7.42,30.56,133.28,6.0,4,10,0,647,2022-01-01,2024-12-28,332,2025-11-26 13:06:29
pattern_med_126_pharm_5,med_126,pharm_5,7.42,30.56,133.28,6.0,4,10,0,647,2022-01-01,2024-12-28,332,2025-11-26 13:06:29
pattern_med_127_pharm_1,med_127,pharm_1,6.59,24.43,106.56,6.0,11,1,1,582,2022-01-09,2024-12-30,330,2025-11-26 13:06:29
pattern_med_127_pharm_2,med_127,pharm_2,6.59,24.43,106.56,6.0,11,1,1,582,2022-01-09,2024-12-30,330,2025-11-26 13:06:30
pattern_med_127_pharm_3,med_127,pharm_3,6.59,24.43,106.56,6.0,11,1,1,582,2022-01-09,2024-12-30,330,2025-11-26 13:06:30
pattern_med_127_pharm_4,med_127,pharm_4,6.59,24.43,106.56,6.0,11,1,1,582,2022-01-09,2024-12-30,330,2025-11-26 13:06:30
pattern_med_127_pharm_5,med_127,pharm_5,6.59,24.43,106.56,6.0,11,1,1,582,2022-01-09,2024-12-30,330,2025-11-26 13:06:30
pattern_med_128_pharm_1,med_128,pharm_1,6.78,30.2,130.86,6.0,10,2,0,695,2022-01-04,2024-12-24,336,2025-11-26 13:06:30
pattern_med_128_pharm_2,med_128,pharm_2,6.78,30.2,130.86,6.0,10,2,0,695,2022-01-04,2024-12-24,336,2025-11-26 13:06:31
pattern_med_128_pharm_3,med_128,pharm_3,6.78,30.2,130.86,6.0,10,2,0,695,2022-01-04,2024-12-24,336,2025-11-26 13:06:31
pattern_med_128_pharm_4,med_128,pharm_4,6.78,30.2,130.86,6.0,10,2,0,695,2022-01-04,2024-12-24,336,2025-11-26 13:06:31
pattern_med_128_pharm_5,med_128,pharm_5,6.78,30.2,130.86,6.0,10,2,0,695,2022-01-04,2024-12-24,336,2025-11-26 13:06:31
pattern_med_129_pharm_1,med_129,pharm_1,5.48,22.5,98.11,5.0,5,11,1,644,2022-01-03,2024-12-30,331,2025-11-26 13:06:32
pattern_med_129_pharm_2,med_129,pharm_2,5.48,22.5,98.11,5.0,5,11,1,644,2022-01-03,2024-12-30,331,2025-11-26 13:06:32
pattern_med_129_pharm_3,med_129,pharm_3,5.48,22.5,98.11,5.0,5,11,1,644,2022-01-03,2024-12-30,331,2025-11-26 13:06:32
pattern_med_129_pharm_4,med_129,pharm_4,5.48,22.5,98.11,5.0,5,11,1,644,2022-01-03,2024-12-30,331,2025-11-26 13:06:32
pattern_med_129_pharm_5,med_129,pharm_5,5.48,22.5,98.11,5.0,5,11,1,644,2022-01-03,2024-12-30,331,2025-11-26 13:06:33
pattern_med_130_pharm_1,med_130,pharm_1,5.89,24.92,108.67,6.0,8,7,1,664,2022-01-04,2024-12-30,330,2025-11-26 13:06:33
pattern_med_130_pharm_2,med_130,pharm_2,5.89,24.92,108.67,6.0,8,7,1,664,2022-01-04,2024-12-30,330,2025-11-26 13:06:33
pattern_med_130_pharm_3,med_130,pharm_3,5.89,24.92,108.67,6.0,8,7,1,664,2022-01-04,2024-12-30,330,2025-11-26 13:06:33
pattern_med_130_pharm_4,med_130,pharm_4,5.89,24.92,108.67,6.0,8,7,1,664,2022-01-04,2024-12-30,330,2025-11-26 13:06:33
pattern_med_130_pharm_5,med_130,pharm_5,5.89,24.92,108.67,6.0,8,7,1,664,2022-01-04,2024-12-30,330,2025-11-26 13:06:34
pattern_med_131_pharm_1,med_131,pharm_1,5.98,24.16,104.69,6.0,5,10,0,630,2022-01-08,2024-12-26,334,2025-11-26 13:06:34
pattern_med_131_pharm_2,med_131,pharm_2,5.98,24.16,104.69,6.0,5,10,0,630,2022-01-08,2024-12-26,334,2025-11-26 13:06:34
pattern_med_131_pharm_3,med_131,pharm_3,5.98,24.16,104.69,6.0,5,10,0,630,2022-01-08,2024-12-26,334,2025-11-26 13:06:34
pattern_med_131_pharm_4,med_131,pharm_4,5.98,24.16,104.69,6.0,5,10,0,630,2022-01-08,2024-12-26,334,2025-11-26 13:06:35
pattern_med_131_pharm_5,med_131,pharm_5,5.98,24.16,104.69,6.0,5,10,0,630,2022-01-08,2024-12-26,334,2025-11-26 13:06:35
pattern_med_132_pharm_1,med_132,pharm_1,5.87,20.85,90.36,5.0,7,1,4,554,2022-01-04,2024-12-29,331,2025-11-26 13:06:35
pattern_med_132_pharm_2,med_132,pharm_2,5.87,20.85,90.36,5.0,7,1,4,554,2022-01-04,2024-12-29,331,2025-11-26 13:06:35
pattern_med_132_pharm_3,med_132,pharm_3,5.87,20.85,90.36,5.0,7,1,4,554,2022-01-04,2024-12-29,331,2025-11-26 13:06:36
pattern_med_132_pharm_4,med_132,pharm_4,5.87,20.85,90.36,5.0,7,1,4,554,2022-01-04,2024-12-29,331,2025-11-26 13:06:36
pattern_med_132_pharm_5,med_132,pharm_5,5.87,20.85,90.36,5.0,7,1,4,554,2022-01-04,2024-12-29,331,2025-11-26 13:06:36
pattern_med_133_pharm_1,med_133,pharm_1,6.13,25.28,110.97,5.0,4,8,0,652,2022-01-02,2024-12-31,329,2025-11-26 13:06:36
pattern_med_133_pharm_2,med_133,pharm_2,6.13,25.28,110.97,5.0,4,8,0,652,2022-01-02,2024-12-31,329,2025-11-26 13:06:37
pattern_med_133_pharm_3,med_133,pharm_3,6.13,25.28,110.97,5.0,4,8,0,652,2022-01-02,2024-12-31,329,2025-11-26 13:06:37
pattern_med_133_pharm_4,med_133,pharm_4,6.13,25.28,110.97,5.0,4,8,0,652,2022-01-02,2024-12-31,329,2025-11-26 13:06:37
pattern_med_133_pharm_5,med_133,pharm_5,6.13,25.28,110.97,5.0,4,8,0,652,2022-01-02,2024-12-31,329,2025-11-26 13:06:37
pattern_med_134_pharm_1,med_134,pharm_1,4.85,16.66,71.72,5.0,5,9,4,532,2022-01-03,2024-12-22,338,2025-11-26 13:06:37
pattern_med_134_pharm_2,med_134,pharm_2,4.85,16.66,71.72,5.0,5,9,4,532,2022-01-03,2024-12-22,338,2025-11-26 13:06:38
pattern_med_134_pharm_3,med_134,pharm_3,4.85,16.66,71.72,5.0,5,9,4,532,2022-01-03,2024-12-22,338,2025-11-26 13:06:38
pattern_med_134_pharm_4,med_134,pharm_4,4.85,16.66,71.72,5.0,5,9,4,532,2022-01-03,2024-12-22,338,2025-11-26 13:06:38
pattern_med_134_pharm_5,med_134,pharm_5,4.85,16.66,71.72,5.0,5,9,4,532,2022-01-03,2024-12-22,338,2025-11-26 13:06:38
pattern_med_135_pharm_1,med_135,pharm_1,1.74,6.89,29.86,1.0,10,11,0,617,2022-01-02,2024-12-19,341,2025-11-26 13:06:39
pattern_med_135_pharm_2,med_135,pharm_2,1.74,6.89,29.86,1.0,10,11,0,617,2022-01-02,2024-12-19,341,2025-11-26 13:06:39
pattern_med_135_pharm_3,med_135,pharm_3,1.74,6.89,29.86,1.0,10,11,0,617,2022-01-02,2024-12-19,341,2025-11-26 13:06:39
pattern_med_135_pharm_4,med_135,pharm_4,1.74,6.89,29.86,1.0,10,11,0,617,2022-01-02,2024-12-19,341,2025-11-26 13:06:39
pattern_med_135_pharm_5,med_135,pharm_5,1.74,6.89,29.86,1.0,10,11,0,617,2022-01-02,2024-12-19,341,2025-11-26 13:06:40
pattern_med_136_pharm_1,med_136,pharm_1,4.98,20.41,89.03,5.0,1,4,3,644,2022-01-03,2024-12-31,329,2025-11-26 13:06:40
pattern_med_136_pharm_2,med_136,pharm_2,4.98,20.41,89.03,5.0,1,4,3,644,2022-01-03,2024-12-31,329,2025-11-26 13:06:41
pattern_med_136_pharm_3,med_136,pharm_3,4.98,20.41,89.03,5.0,1,4,3,644,2022-01-03,2024-12-31,329,2025-11-26 13:06:41
pattern_med_136_pharm_4,med_136,pharm_4,4.98,20.41,89.03,5.0,1,4,3,644,2022-01-03,2024-12-31,329,2025-11-26 13:06:41
pattern_med_136_pharm_5,med_136,pharm_5,4.98,20.41,89.03,5.0,1,4,3,644,2022-01-03,2024-12-31,329,2025-11-26 13:06:42
pattern_med_137_pharm_1,med_137,pharm_1,6.13,25.14,106.14,6.0,10,8,4,623,2022-01-27,2024-12-22,338,2025-11-26 13:06:42
pattern_med_137_pharm_2,med_137,pharm_2,6.13,25.14,106.14,6.0,10,8,4,623,2022-01-27,2024-12-22,338,2025-11-26 13:06:42
pattern_med_137_pharm_3,med_137,pharm_3,6.13,25.14,106.14,6.0,10,8,4,623,2022-01-27,2024-12-22,338,2025-11-26 13:06:43
pattern_med_137_pharm_4,med_137,pharm_4,6.13,25.14,106.14,6.0,10,8,4,623,2022-01-27,2024-12-22,338,2025-11-26 13:06:43
pattern_med_137_pharm_5,med_137,pharm_5,6.13,25.14,106.14,6.0,10,8,4,623,2022-01-27,2024-12-22,338,2025-11-26 13:06:43
pattern_med_138_pharm_1,med_138,pharm_1,6.21,23.99,103.28,4.0,10,1,2,599,2022-01-11,2024-12-24,336,2025-11-26 13:06:44
pattern_med_138_pharm_2,med_138,pharm_2,6.21,23.99,103.28,4.0,10,1,2,599,2022-01-11,2024-12-24,336,2025-11-26 13:06:44
pattern_med_138_pharm_3,med_138,pharm_3,6.21,23.99,103.28,4.0,10,1,2,599,2022-01-11,2024-12-24,336,2025-11-26 13:06:44
pattern_med_138_pharm_4,med_138,pharm_4,6.21,23.99,103.28,4.0,10,1,2,599,2022-01-11,2024-12-24,336,2025-11-26 13:06:44
pattern_med_138_pharm_5,med_138,pharm_5,6.21,23.99,103.28,4.0,10,1,2,599,2022-01-11,2024-12-24,336,2025-11-26 13:06:44
pattern_med_139_pharm_1,med_139,pharm_1,7.12,30.25,131.94,7.0,4,1,0,667,2022-01-08,2024-12-31,329,2025-11-26 13:06:45
pattern_med_139_pharm_2,med_139,pharm_2,7.12,30.25,131.94,7.0,4,1,0,667,2022-01-08,2024-12-31,329,2025-11-26 13:06:45
pattern_med_139_pharm_3,med_139,pharm_3,7.12,30.25,131.94,7.0,4,1,0,667,2022-01-08,2024-12-31,329,2025-11-26 13:06:45
pattern_med_139_pharm_4,med_139,pharm_4,7.12,30.25,131.94,7.0,4,1,0,667,2022-01-08,2024-12-31,329,2025-11-26 13:06:45
pattern_med_139_pharm_5,med_139,pharm_5,7.12,30.25,131.94,7.0,4,1,0,667,2022-01-08,2024-12-31,329,2025-11-26 13:06:46
pattern_med_140_pharm_1,med_140,pharm_1,7.23,27.97,121.22,7.0,9,1,0,604,2022-01-09,2024-12-25,336,2025-11-26 13:06:46
pattern_med_140_pharm_2,med_140,pharm_2,7.23,27.97,121.22,7.0,9,1,0,604,2022-01-09,2024-12-25,336,2025-11-26 13:06:46
pattern_med_140_pharm_3,med_140,pharm_3,7.23,27.97,121.22,7.0,9,1,0,604,2022-01-09,2024-12-25,336,2025-11-26 13:06:46
pattern_med_140_pharm_4,med_140,pharm_4,7.23,27.97,121.22,7.0,9,1,0,604,2022-01-09,2024-12-25,336,2025-11-26 13:06:47
pattern_med_140_pharm_5,med_140,pharm_5,7.23,27.97,121.22,7.0,9,1,0,604,2022-01-09,2024-12-25,336,2025-11-26 13:06:47
pattern_med_141_pharm_1,med_141,pharm_1,6.04,21.94,93.86,5.0,8,4,4,559,2022-01-22,2024-12-26,334,2025-11-26 13:06:47
pattern_med_141_pharm_2,med_141,pharm_2,6.04,21.94,93.86,5.0,8,4,4,559,2022-01-22,2024-12-26,334,2025-11-26 13:06:47
pattern_med_141_pharm_3,med_141,pharm_3,6.04,21.94,93.86,5.0,8,4,4,559,2022-01-22,2024-12-26,334,2025-11-26 13:06:48
pattern_med_141_pharm_4,med_141,pharm_4,6.04,21.94,93.86,5.0,8,4,4,559,2022-01-22,2024-12-26,334,2025-11-26 13:06:48
pattern_med_141_pharm_5,med_141,pharm_5,6.04,21.94,93.86,5.0,8,4,4,559,2022-01-22,2024-12-26,334,2025-11-26 13:06:48
pattern_med_142_pharm_1,med_142,pharm_1,5.93,22.13,95.89,5.0,10,3,4,582,2022-01-06,2024-12-25,335,2025-11-26 13:06:48
pattern_med_142_pharm_2,med_142,pharm_2,5.93,22.13,95.89,5.0,10,3,4,582,2022-01-06,2024-12-25,335,2025-11-26 13:06:49
pattern_med_142_pharm_3,med_142,pharm_3,5.93,22.13,95.89,5.0,10,3,4,582,2022-01-06,2024-12-25,335,2025-11-26 13:06:49
pattern_med_142_pharm_4,med_142,pharm_4,5.93,22.13,95.89,5.0,10,3,4,582,2022-01-06,2024-12-25,335,2025-11-26 13:06:49
pattern_med_142_pharm_5,med_142,pharm_5,5.93,22.13,95.89,5.0,10,3,4,582,2022-01-06,2024-12-25,335,2025-11-26 13:06:49
pattern_med_143_pharm_1,med_143,pharm_1,6.19,21.91,94.94,5.0,12,9,0,552,2022-01-07,2024-12-29,332,2025-11-26 13:06:49
pattern_med_143_pharm_2,med_143,pharm_2,6.19,21.91,94.94,5.0,12,9,0,552,2022-01-07,2024-12-29,332,2025-11-26 13:06:50
pattern_med_143_pharm_3,med_143,pharm_3,6.19,21.91,94.94,5.0,12,9,0,552,2022-01-07,2024-12-29,332,2025-11-26 13:06:50
pattern_med_143_pharm_4,med_143,pharm_4,6.19,21.91,94.94,5.0,12,9,0,552,2022-01-07,2024-12-29,332,2025-11-26 13:06:50
pattern_med_143_pharm_5,med_143,pharm_5,6.19,21.91,94.94,5.0,12,9,0,552,2022-01-07,2024-12-29,332,2025-11-26 13:06:50
pattern_med_144_pharm_1,med_144,pharm_1,4.68,20.19,86.92,4.0,1,10,0,669,2022-01-09,2024-12-21,339,2025-11-26 13:06:51
pattern_med_144_pharm_2,med_144,pharm_2,4.68,20.19,86.92,4.0,1,10,0,669,2022-01-09,2024-12-21,339,2025-11-26 13:06:51
pattern_med_144_pharm_3,med_144,pharm_3,4.68,20.19,86.92,4.0,1,10,0,669,2022-01-09,2024-12-21,339,2025-11-26 13:06:51
pattern_med_144_pharm_4,med_144,pharm_4,4.68,20.19,86.92,4.0,1,10,0,669,2022-01-09,2024-12-21,339,2025-11-26 13:06:51
pattern_med_144_pharm_5,med_144,pharm_5,4.68,20.19,86.92,4.0,1,10,0,669,2022-01-09,2024-12-21,339,2025-11-26 13:06:52
pattern_med_145_pharm_1,med_145,pharm_1,6.86,24.55,107.08,6.0,12,9,0,562,2022-01-02,2024-12-27,333,2025-11-26 13:06:52
pattern_med_145_pharm_2,med_145,pharm_2,6.86,24.55,107.08,6.0,12,9,0,562,2022-01-02,2024-12-27,333,2025-11-26 13:06:52
pattern_med_145_pharm_3,med_145,pharm_3,6.86,24.55,107.08,6.0,12,9,0,562,2022-01-02,2024-12-27,333,2025-11-26 13:06:52
pattern_med_145_pharm_4,med_145,pharm_4,6.86,24.55,107.08,6.0,12,9,0,562,2022-01-02,2024-12-27,333,2025-11-26 13:06:52
pattern_med_145_pharm_5,med_145,pharm_5,6.86,24.55,107.08,6.0,12,9,0,562,2022-01-02,2024-12-27,333,2025-11-26 13:06:53
pattern_med_146_pharm_1,med_146,pharm_1,6.46,28.42,123.17,6.0,8,11,2,686,2022-01-05,2024-12-27,333,2025-11-26 13:06:53
pattern_med_146_pharm_2,med_146,pharm_2,6.46,28.42,123.17,6.0,8,11,2,686,2022-01-05,2024-12-27,333,2025-11-26 13:06:53
pattern_med_146_pharm_3,med_146,pharm_3,6.46,28.42,123.17,6.0,8,11,2,686,2022-01-05,2024-12-27,333,2025-11-26 13:06:54
pattern_med_146_pharm_4,med_146,pharm_4,6.46,28.42,123.17,6.0,8,11,2,686,2022-01-05,2024-12-27,333,2025-11-26 13:06:54
pattern_med_146_pharm_5,med_146,pharm_5,6.46,28.42,123.17,6.0,8,11,2,686,2022-01-05,2024-12-27,333,2025-11-26 13:06:54
pattern_med_147_pharm_1,med_147,pharm_1,5.79,23.93,103.03,5.0,7,3,4,641,2022-01-05,2024-12-22,338,2025-11-26 13:06:55
pattern_med_147_pharm_2,med_147,pharm_2,5.79,23.93,103.03,5.0,7,3,4,641,2022-01-05,2024-12-22,338,2025-11-26 13:06:55
pattern_med_147_pharm_3,med_147,pharm_3,5.79,23.93,103.03,5.0,7,3,4,641,2022-01-05,2024-12-22,338,2025-11-26 13:06:55
pattern_med_147_pharm_4,med_147,pharm_4,5.79,23.93,103.03,5.0,7,3,4,641,2022-01-05,2024-12-22,338,2025-11-26 13:06:56
pattern_med_147_pharm_5,med_147,pharm_5,5.79,23.93,103.03,5.0,7,3,4,641,2022-01-05,2024-12-22,338,2025-11-26 13:06:56
pattern_med_148_pharm_1,med_148,pharm_1,6.09,25.11,109.5,5.0,11,2,4,647,2022-01-02,2024-12-25,335,2025-11-26 13:06:57
pattern_med_148_pharm_2,med_148,pharm_2,6.09,25.11,109.5,5.0,11,2,4,647,2022-01-02,2024-12-25,335,2025-11-26 13:06:57
pattern_med_148_pharm_3,med_148,pharm_3,6.09,25.11,109.5,5.0,11,2,4,647,2022-01-02,2024-12-25,335,2025-11-26 13:06:57
pattern_med_148_pharm_4,med_148,pharm_4,6.09,25.11,109.5,5.0,11,2,4,647,2022-01-02,2024-12-25,335,2025-11-26 13:06:58
pattern_med_148_pharm_5,med_148,pharm_5,6.09,25.11,109.5,5.0,11,2,4,647,2022-01-02,2024-12-25,335,2025-11-26 13:06:58
pattern_med_149_pharm_1,med_149,pharm_1,1.71,5.98,25.92,1.0,12,2,0,546,2022-01-15,2024-12-30,330,2025-11-26 13:06:58
pattern_med_149_pharm_2,med_149,pharm_2,1.71,5.98,25.92,1.0,12,2,0,546,2022-01-15,2024-12-30,330,2025-11-26 13:06:58
pattern_med_149_pharm_3,med_149,pharm_3,1.71,5.98,25.92,1.0,12,2,0,546,2022-01-15,2024-12-30,330,2025-11-26 13:06:59
pattern_med_149_pharm_4,med_149,pharm_4,1.71,5.98,25.92,1.0,12,2,0,546,2022-01-15,2024-12-30,330,2025-11-26 13:06:59
pattern_med_149_pharm_5,med_149,pharm_5,1.71,5.98,25.92,1.0,12,2,0,546,2022-01-15,2024-12-30,330,2025-11-26 13:06:59
pattern_med_150_pharm_1,med_150,pharm_1,5.96,24.06,104.94,5.0,11,4,1,634,2022-01-02,2024-12-28,332,2025-11-26 13:06:59
pattern_med_150_pharm_2,med_150,pharm_2,5.96,24.06,104.94,5.0,11,4,1,634,2022-01-02,2024-12-28,332,2025-11-26 13:07:00
pattern_med_150_pharm_3,med_150,pharm_3,5.96,24.06,104.94,5.0,11,4,1,634,2022-01-02,2024-12-28,332,2025-11-26 13:07:00
pattern_med_150_pharm_4,med_150,pharm_4,5.96,24.06,104.94,5.0,11,4,1,634,2022-01-02,2024-12-28,332,2025-11-26 13:07:00
pattern_med_150_pharm_5,med_150,pharm_5,5.96,24.06,104.94,5.0,11,4,1,634,2022-01-02,2024-12-28,332,2025-11-26 13:07:00
pattern_med_151_pharm_1,med_151,pharm_1,4.81,19.02,82.42,4.0,5,9,1,617,2022-01-10,2024-12-31,329,2025-11-26 13:07:01
pattern_med_151_pharm_2,med_151,pharm_2,4.81,19.02,82.42,4.0,5,9,1,617,2022-01-10,2024-12-31,329,2025-11-26 13:07:01
pattern_med_151_pharm_3,med_151,pharm_3,4.81,19.02,82.42,4.0,5,9,1,617,2022-01-10,2024-12-31,329,2025-11-26 13:07:01
pattern_med_151_pharm_4,med_151,pharm_4,4.81,19.02,82.42,4.0,5,9,1,617,2022-01-10,2024-12-31,329,2025-11-26 13:07:01
pattern_med_151_pharm_5,med_151,pharm_5,4.81,19.02,82.42,4.0,5,9,1,617,2022-01-10,2024-12-31,329,2025-11-26 13:07:02
pattern_med_152_pharm_1,med_152,pharm_1,6.11,23.31,99.69,5.0,5,10,0,587,2022-01-03,2024-12-13,347,2025-11-26 13:07:02
pattern_med_152_pharm_2,med_152,pharm_2,6.11,23.31,99.69,5.0,5,10,0,587,2022-01-03,2024-12-13,347,2025-11-26 13:07:02
pattern_med_152_pharm_3,med_152,pharm_3,6.11,23.31,99.69,5.0,5,10,0,587,2022-01-03,2024-12-13,347,2025-11-26 13:07:02
pattern_med_152_pharm_4,med_152,pharm_4,6.11,23.31,99.69,5.0,5,10,0,587,2022-01-03,2024-12-13,347,2025-11-26 13:07:03
pattern_med_152_pharm_5,med_152,pharm_5,6.11,23.31,99.69,5.0,5,10,0,587,2022-01-03,2024-12-13,347,2025-11-26 13:07:03
pattern_med_153_pharm_1,med_153,pharm_1,6.27,21.74,94.19,6.0,12,6,1,541,2022-01-08,2024-12-29,331,2025-11-26 13:07:03
pattern_med_153_pharm_2,med_153,pharm_2,6.27,21.74,94.19,6.0,12,6,1,541,2022-01-08,2024-12-29,331,2025-11-26 13:07:03
pattern_med_153_pharm_3,med_153,pharm_3,6.27,21.74,94.19,6.0,12,6,1,541,2022-01-08,2024-12-29,331,2025-11-26 13:07:04
pattern_med_153_pharm_4,med_153,pharm_4,6.27,21.74,94.19,6.0,12,6,1,541,2022-01-08,2024-12-29,331,2025-11-26 13:07:04
pattern_med_153_pharm_5,med_153,pharm_5,6.27,21.74,94.19,6.0,12,6,1,541,2022-01-08,2024-12-29,331,2025-11-26 13:07:04
pattern_med_154_pharm_1,med_154,pharm_1,8.32,32.74,141.89,8.0,10,2,1,614,2022-01-04,2024-12-27,333,2025-11-26 13:07:04
pattern_med_154_pharm_2,med_154,pharm_2,8.32,32.74,141.89,8.0,10,2,1,614,2022-01-04,2024-12-27,333,2025-11-26 13:07:04
pattern_med_154_pharm_3,med_154,pharm_3,8.32,32.74,141.89,8.0,10,2,1,614,2022-01-04,2024-12-27,333,2025-11-26 13:07:05
pattern_med_154_pharm_4,med_154,pharm_4,8.32,32.74,141.89,8.0,10,2,1,614,2022-01-04,2024-12-27,333,2025-11-26 13:07:05
pattern_med_154_pharm_5,med_154,pharm_5,8.32,32.74,141.89,8.0,10,2,1,614,2022-01-04,2024-12-27,333,2025-11-26 13:07:05
pattern_med_155_pharm_1,med_155,pharm_1,4.0,15.3,66.31,4.0,12,5,4,597,2022-01-09,2024-12-27,333,2025-11-26 13:07:05
pattern_med_155_pharm_2,med_155,pharm_2,4.0,15.3,66.31,4.0,12,5,4,597,2022-01-09,2024-12-27,333,2025-11-26 13:07:06
pattern_med_155_pharm_3,med_155,pharm_3,4.0,15.3,66.31,4.0,12,5,4,597,2022-01-09,2024-12-27,333,2025-11-26 13:07:06
pattern_med_155_pharm_4,med_155,pharm_4,4.0,15.3,66.31,4.0,12,5,4,597,2022-01-09,2024-12-27,333,2025-11-26 13:07:06
pattern_med_155_pharm_5,med_155,pharm_5,4.0,15.3,66.31,4.0,12,5,4,597,2022-01-09,2024-12-27,333,2025-11-26 13:07:06
pattern_med_156_pharm_1,med_156,pharm_1,6.28,26.97,116.89,6.0,6,4,1,670,2022-01-08,2024-12-28,332,2025-11-26 13:07:07
pattern_med_156_pharm_2,med_156,pharm_2,6.28,26.97,116.89,6.0,6,4,1,670,2022-01-08,2024-12-28,332,2025-11-26 13:07:07
pattern_med_156_pharm_3,med_156,pharm_3,6.28,26.97,116.89,6.0,6,4,1,670,2022-01-08,2024-12-28,332,2025-11-26 13:07:07
pattern_med_156_pharm_4,med_156,pharm_4,6.28,26.97,116.89,6.0,6,4,1,670,2022-01-08,2024-12-28,332,2025-11-26 13:07:07
pattern_med_156_pharm_5,med_156,pharm_5,6.28,26.97,116.89,6.0,6,4,1,670,2022-01-08,2024-12-28,332,2025-11-26 13:07:08
pattern_med_157_pharm_1,med_157,pharm_1,6.08,22.51,98.17,5.0,5,1,0,581,2022-01-01,2024-12-29,331,2025-11-26 13:07:08
pattern_med_157_pharm_2,med_157,pharm_2,6.08,22.51,98.17,5.0,5,1,0,581,2022-01-01,2024-12-29,331,2025-11-26 13:07:08
pattern_med_157_pharm_3,med_157,pharm_3,6.08,22.51,98.17,5.0,5,1,0,581,2022-01-01,2024-12-29,331,2025-11-26 13:07:09
pattern_med_157_pharm_4,med_157,pharm_4,6.08,22.51,98.17,5.0,5,1,0,581,2022-01-01,2024-12-29,331,2025-11-26 13:07:09
pattern_med_157_pharm_5,med_157,pharm_5,6.08,22.51,98.17,5.0,5,1,0,581,2022-01-01,2024-12-29,331,2025-11-26 13:07:09
pattern_med_158_pharm_1,med_158,pharm_1,1.43,5.28,23.03,1.0,4,7,0,578,2022-01-02,2024-12-29,332,2025-11-26 13:07:10
pattern_med_158_pharm_2,med_158,pharm_2,1.43,5.28,23.03,1.0,4,7,0,578,2022-01-02,2024-12-29,332,2025-11-26 13:07:10
pattern_med_158_pharm_3,med_158,pharm_3,1.43,5.28,23.03,1.0,4,7,0,578,2022-01-02,2024-12-29,332,2025-11-26 13:07:10
pattern_med_158_pharm_4,med_158,pharm_4,1.43,5.28,23.03,1.0,4,7,0,578,2022-01-02,2024-12-29,332,2025-11-26 13:07:11
pattern_med_158_pharm_5,med_158,pharm_5,1.43,5.28,23.03,1.0,4,7,0,578,2022-01-02,2024-12-29,332,2025-11-26 13:07:11
pattern_med_159_pharm_1,med_159,pharm_1,4.78,18.97,82.72,4.0,1,9,1,623,2022-01-03,2024-12-31,330,2025-11-26 13:07:12
pattern_med_159_pharm_2,med_159,pharm_2,4.78,18.97,82.72,4.0,1,9,1,623,2022-01-03,2024-12-31,330,2025-11-26 13:07:12
pattern_med_159_pharm_3,med_159,pharm_3,4.78,18.97,82.72,4.0,1,9,1,623,2022-01-03,2024-12-31,330,2025-11-26 13:07:12
pattern_med_159_pharm_4,med_159,pharm_4,4.78,18.97,82.72,4.0,1,9,1,623,2022-01-03,2024-12-31,330,2025-11-26 13:07:12
pattern_med_159_pharm_5,med_159,pharm_5,4.78,18.97,82.72,4.0,1,9,1,623,2022-01-03,2024-12-31,330,2025-11-26 13:07:12
pattern_med_160_pharm_1,med_160,pharm_1,4.0,15.41,67.19,4.0,4,11,0,604,2022-01-01,2024-12-28,332,2025-11-26 13:07:13
pattern_med_160_pharm_2,med_160,pharm_2,4.0,15.41,67.19,4.0,4,11,0,604,2022-01-01,2024-12-28,332,2025-11-26 13:07:13
pattern_med_160_pharm_3,med_160,pharm_3,4.0,15.41,67.19,4.0,4,11,0,604,2022-01-01,2024-12-28,332,2025-11-26 13:07:13
pattern_med_160_pharm_4,med_160,pharm_4,4.0,15.41,67.19,4.0,4,11,0,604,2022-01-01,2024-12-28,332,2025-11-26 13:07:13
pattern_med_160_pharm_5,med_160,pharm_5,4.0,15.41,67.19,4.0,4,11,0,604,2022-01-01,2024-12-28,332,2025-11-26 13:07:14
pattern_med_161_pharm_1,med_161,pharm_1,4.24,16.0,69.33,4.0,12,8,0,589,2022-01-03,2024-12-23,337,2025-11-26 13:07:14
